received_at,Total Installs
2025-12-17 00:00:00+00:00,16116976
2025-12-18 00:00:00+00:00,16130973
2025-12-19 00:00:00+00:00,16142913
2025-12-20 00:00:00+00:00,16147993
2025-12-21 00:00:00+00:00,16154108
2025-12-22 00:00:00+00:00,16166922
2025-12-23 00:00:00+00:00,16176689
2025-12-24 00:00:00+00:00,16185053
2025-12-25 00:00:00+00:00,16191047
2025-12-26 00:00:00+00:00,16197701
2025-12-27 00:00:00+00:00,16202059
2025-12-28 00:00:00+00:00,16206681
2025-12-29 00:00:00+00:00,16217209
2025-12-30 00:00:00+00:00,16225772
2025-12-31 00:00:00+00:00,16233360
2026-01-01 00:00:00+00:00,16238727
2026-01-02 00:00:00+00:00,16247171
2026-01-03 00:00:00+00:00,16252909
2026-01-04 00:00:00+00:00,16259415
2026-01-05 00:00:00+00:00,16279153
2026-01-06 00:00:00+00:00,16300793
2026-01-07 00:00:00+00:00,16316319
2026-01-08 00:00:00+00:00,16330461
2026-01-09 00:00:00+00:00,16343660
2026-01-10 00:00:00+00:00,16348970
2026-01-11 00:00:00+00:00,16354417
2026-01-12 00:00:00+00:00,16370177
2026-01-13 00:00:00+00:00,16384859
2026-01-14 00:00:00+00:00,16399392
2026-01-15 00:00:00+00:00,16414264
2026-01-16 00:00:00+00:00,16428172
2026-01-17 00:00:00+00:00,16434374
2026-01-18 00:00:00+00:00,16440238
2026-01-19 00:00:00+00:00,16456617
2026-01-20 00:00:00+00:00,16472967
2026-01-21 00:00:00+00:00,16489699
2026-01-22 00:00:00+00:00,16510649
2026-01-23 00:00:00+00:00,16526835
2026-01-24 00:00:00+00:00,16532402
2026-01-25 00:00:00+00:00,16538879
2026-01-26 00:00:00+00:00,16555330
2026-01-27 00:00:00+00:00,16573700
2026-01-28 00:00:00+00:00,16592478
2026-01-29 00:00:00+00:00,16611382
2026-01-30 00:00:00+00:00,16627842
2026-01-31 00:00:00+00:00,16635010
2026-02-01 00:00:00+00:00,16643276
2026-02-02 00:00:00+00:00,16666748
2026-02-03 00:00:00+00:00,16689626
2026-02-04 00:00:00+00:00,16709674
2026-02-05 00:00:00+00:00,16735771
2026-02-06 00:00:00+00:00,16762663
2026-02-07 00:00:00+00:00,16789359
2026-02-08 00:00:00+00:00,16816753
2026-02-09 00:00:00+00:00,16862921
2026-02-10 00:00:00+00:00,16905930
2026-02-11 00:00:00+00:00,16931066
2026-02-12 00:00:00+00:00,16952994
2026-02-13 00:00:00+00:00,16972218
2026-02-14 00:00:00+00:00,16989209
2026-02-15 00:00:00+00:00,17003551
2026-02-16 00:00:00+00:00,17027997
2026-02-17 00:00:00+00:00,17054281
2026-02-18 00:00:00+00:00,17083703
2026-02-19 00:00:00+00:00,17110623
2026-02-20 00:00:00+00:00,17135080
2026-02-21 00:00:00+00:00,17149918
2026-02-22 00:00:00+00:00,17174563
2026-02-23 00:00:00+00:00,17209793
2026-02-24 00:00:00+00:00,17233487
2026-02-25 00:00:00+00:00,17259086
2026-02-26 00:00:00+00:00,17284563
2026-02-27 00:00:00+00:00,17306744
2026-02-28 00:00:00+00:00,17322830
2026-03-01 00:00:00+00:00,17338638
2026-03-02 00:00:00+00:00,17371700
2026-03-03 00:00:00+00:00,17401414
2026-03-04 00:00:00+00:00,17431472
2026-03-05 00:00:00+00:00,17464602
2026-03-06 00:00:00+00:00,17495963
2026-03-07 00:00:00+00:00,17515628
2026-03-08 00:00:00+00:00,17534767
2026-03-09 00:00:00+00:00,17569859
2026-03-10 00:00:00+00:00,17607117
2026-03-11 00:00:00+00:00,17643863
2026-03-12 00:00:00+00:00,17680474
2026-03-13 00:00:00+00:00,17715463
2026-03-14 00:00:00+00:00,17739469
2026-03-15 00:00:00+00:00,17768535
2026-03-16 00:00:00+00:00,17814439
2026-03-17 00:00:00+00:00,17859191
2026-03-18 00:00:00+00:00,17895422
2026-03-19 00:00:00+00:00,17925910
2026-03-20 00:00:00+00:00,17952021
2026-03-21 00:00:00+00:00,17967488
2026-03-22 00:00:00+00:00,17982661
2026-03-23 00:00:00+00:00,18013843
2026-03-24 00:00:00+00:00,18047621
2026-03-25 00:00:00+00:00,18091546
2026-03-26 00:00:00+00:00,18133540
2026-03-27 00:00:00+00:00,18162171
2026-03-28 00:00:00+00:00,18177029
2026-03-29 00:00:00+00:00,18192224
2026-03-30 00:00:00+00:00,18226503
2026-03-31 00:00:00+00:00,18260318
2026-04-01 00:00:00+00:00,18287629
